,_id,title,courriel,SSIAD,SPASAD,SAAD,gestionnaire,ESA,coordinates.street,coordinates.postcode,coordinates.city,coordinates.latitude,coordinates.longitude,departement,nom_departement
36,91965,SERVICE D'AIDE A DOMICILE,fiorile.angelo@adar02.fr,0,0,1,ADAR SERVICE D'AIDE A LA PERSONNE,0,4 Rue de la Paix,2300,CHAUNY,49.616242,3.219135,23,Creuse
37,91972,SERVICE D'AIDE A DOMICILE,admr.bohain@fede02.admr.org,0,0,1,"ADMR BOHAIN, FRESNOY ET ENVIRONS",0,1 Rue Robert Sauret,2110,BOHAIN EN VERMANDOIS,49.986734,3.450391,21,Côte-d'Or
38,91973,SERVICE D'AIDE A DOMICILE,admr.guignicourt@fede02.admr.org,0,0,1,ADMR DE GUIGNICOURT ET ENVIRONS,0,Rue Jean Germain,2190,GUIGNICOURT,49.43325,3.971925,21,Côte-d'Or
39,91975,SERVICE D'AIDE A DOMICILE,monthenaul@fede02.admr.org,0,0,1,ADMR DE MONTHENAULT ET ENVIRONS,0,3 Place du Général de Gaulle,2860,BRUYERES ET MONTBERAULT,49.523929,3.664388,28,Eure-et-Loire
40,91978,SERVICE D'AIDE A DOMICILE,contact@amsam.net,0,0,1,ASS MÉDICO-SOCIALE ANNE MORGAN,0,31 Rue Anne Morgan BP 111,2200,SOISSONS,49.372777,3.320963,22,Côtes d'Armor
41,91979,SERVICE D'AIDE A DOMICILE,sivom.boue@orange.fr,0,0,1,S.I.V.O.M.DU ND DE LA THIERACHE,0,1 Place Charles de Gaulle,2450,BOUE,50.012475,3.69824,24,Dordogne
42,91984,SERVICE D'AIDE A DOMICILE,ccas-lenouvion@wanadoo.fr,0,0,1,C.C.A.S.DU NOUVION EN THIERACHE,0,25 Rue Théodore Blot BP 29,2170,LE NOUVION EN THIERACHE,50.016887,3.787362,21,Côte-d'Or
43,91985,SERVICE D'AIDE A DOMICILE,mairierozoy02360@wanadoo.fr,0,0,1,C C A S DE ROZOY SUR SERRE,0,4 Rue Gerard Adolphe Martin,2360,ROZOY SUR SERRE,49.709949,4.12886,23,Creuse
44,91986,SERVICE D'AIDE A DOMICILE,admr.beaurieux@fede02.admr.org,0,0,1,ADMR BEAURIEUX,0,5 Rue Ernest Rousselot,2160,BEAURIEUX,49.388294,3.735375,21,Côte-d'Or
45,91991,SERVICE D'AIDE A DOMICILE,admr.villers-cotterets@fede02.admr.org,0,0,1,ADMR,0,1 Rue Lavoisier,2600,VILLERS COTTERETS,49.253051,3.097436,26,Drôme
46,91992,SERVICE D'AIDE A DOMICILE,,0,0,1,ADMR DE ST ERME ET ENVIRONS,0,7 Rue des Tortues Royes,2820,ST ERME OUTRE ET RAMECOURT,49.530514,3.858343,28,Eure-et-Loire
47,91930,SERVICE D'AIDE ET D'ACC. A DOMICILE,admr.chateau-thierry@fede02.admr.org,0,0,1,ADMR DE FÈRE EN TARDENOIS,0,1 Rue des Minimes,2400,CHATEAU THIERRY,49.044394,3.398488,24,Dordogne
48,91993,SERVICE D'AIDE MENAGERE,admr.origny@fede02.admr.org,0,0,1,ADMR ORIGNY-STE-BENOITE ET ENVIRONS,0,77 Rue Pasteur,2390,ORIGNY STE BENOITE,49.840142,3.4883,23,Creuse
49,91997,SERVICE D'AIDE MENAGERE,admr.laon@fede02.admr.org,0,0,1,ADMR DE LAON-CREPY,0,1 Rue Nicolas Appert,2000,LAON,49.567823,3.656147,20,Haute-Corse
50,91939,SERVICE D'AIDE À DOMICILE,,0,0,1,SYNDICAT INTERCOM   D AIDE A DOMICILE,0,60 Rue de Guise,2100,ST QUENTIN,49.840071,3.304144,21,Côte-d'Or
51,92002,SERVICE D'AIDE À DOMICILE,chauny@agedorservices.com,0,0,1,AGE D'OR SERVICES,0,ZAC les Terrages,2300,VIRY NOUREUIL,49.639216,3.251933,23,Creuse
52,92003,SERVICE D'AIDE À DOMICILE,soissons-laon@agedorservices.com,0,0,1,AOS 02,0,2 Rue de la Cité Gilbert,2200,SOISSONS,49.370936,3.324703,22,Côtes d'Armor
53,91900,SERVICE D'AIDE-A DOMICILE,lgaletto@ville-tergnier.fr,0,0,1,CENTRE COMMUNAL ACTION SOCIALE,0,47 Rue des 4 Fils Paul Doumer,2700,TERGNIER,49.656034,3.291215,27,Eure
54,91901,SERVICE D'AIDE-A DOMICILE,ccas.serviceaideadomicile@ville-laon.fr,0,0,1,CENTRE COMMUNAL D'ACTION SOCIALE,0,19 Rue du Cloître,2000,LAON,49.563901,3.627287,20,Haute-Corse
55,91905,SERVICE D'AIDE-A DOMICILE,sivom.alexandre.b@wanadoo.fr,0,0,1,S.I.V.O.M. CANTON DE VERVINS,0,1 Rue Baudelot BP 32,2140,VERVINS,49.834415,3.90981,21,Côte-d'Or
56,91908,SERVICE D'AIDE-A DOMICILE,ccas@mairie-villerscotterets.fr,0,0,1,CENTRE COMMUNAL ACTION SOCIALE,0,2 Place des Ecoles,2600,VILLERS COTTERETS,49.253086,3.089966,26,Drôme
57,250,SPASAD A.D.M.R Montcornet,ssiadmontcornet@wanadoo.fr,0,1,0,ADMR DE MONTCORNET ET ENVIRONS,0,8 rue du Ruisseau,2340,MONTCORNET,49.691677,4.024516,23,Creuse
58,235,SSIAD,ssad.neuilly-saint-front@orange.fr,1,0,0,COMMUNAUTÉ DE COMMUNES,0,76 rue François-Dujardin,2470,NEUILLY ST FRONT,49.174174,3.260285,24,Dordogne
59,185,SSIAD AAPACO Soissons,cdroux@aapaco.net,1,0,0,A.A.P.A.C.O.,0,31 rue Ann Morgan,2200,SOISSONS,49.372777,3.320963,22,Côtes d'Armor
60,149,SSIAD ACAPA,ssiad-kathyparant@orange.fr,0,0,1,ASS AIDE AUX PA DU CANTON DE CRECY,0,1 avenue des Écoles,2270,CRECY SUR SERRE,49.696074,3.624012,22,Côtes d'Armor
61,224,SSIAD ADMR,admr.ssad@orange.fr,1,0,0,Fédération ADMR,0,3 route de Sissonne,2820,ST ERME OUTRE ET RAMECOURT,49.526724,3.858559,28,Eure-et-Loire
62,252,SSIAD ADMR Aubenton,siadaubenton@orange.fr,1,0,0,ADMR AUBENTON ET ENVIRONS,0,1 rue du Docteur-Josso,2500,AUBENTON,49.837619,4.203493,25,Doubs
63,253,SSIAD ADMR Beaurieux,siadbeaurieux@wanadoo.fr,1,0,0,ADMR Beaurieux,0,2 rue aux Tripes,2160,BEAURIEUX,49.393625,3.739786,21,Côte-d'Or
64,145,SSIAD ADMR DE Fère-en-Tardenois,admr.fere-en-tardenois@fede02.admr.org,1,0,0,ADMR DE FÈRE EN TARDENOIS,0,14 rue Jules-Lefebvre,2130,FERE EN TARDENOIS,49.198451,3.513974,21,Côte-d'Or
65,272,SSIAD ADMR Fresnoy - Bohain-en-Vermandois,mdesmasures@ssed02.admr.org,1,0,0,ADMR Fresnoy - Bohain-en-Vermendois et environs,0,1 rue Sauret-Robert,2110,BOHAIN EN VERMANDOIS,49.986734,3.450391,21,Côte-d'Or
66,210,SSIAD ADMR Marle,aideadom02250@orange.fr,1,0,0,ADMR de Marle et environs,0,18 rue Lehault,2250,MARLE,49.739513,3.768443,22,Côtes d'Armor
67,244,SSIAD ADMR Ribemont,admr.siad.ribemont@wanadoo.fr,1,0,0,ADMR Origny-Sainte-Benoite et environs,0,3 rue de l'Église,2240,RIBEMONT,49.79691,3.460078,22,Côtes d'Armor
68,233,SSIAD ADMR Villers-Cotterêts,admr.02600@wanadoo.fr,1,0,0,ADMR,0,1 rue Lavoisier,2600,VILLERS COTTERETS,49.253051,3.097436,26,Drôme
69,184,SSIAD AMSAM Soissons,contact@amsam.net,1,0,0,Association médico-sociale Anne Morgan,0,31 rue Anne Morgan,2200,SOISSONS,49.372777,3.320963,22,Côtes d'Armor
70,209,SSIAD Aides Bohain-en-Vermandois,christiane.mercier@wanadoo.fr,1,0,0,ASS.INTERBOH.DEV.EDUC.SANTE,0,57 rue Olivier-Deguise,2110,BOHAIN EN VERMANDOIS,49.983813,3.461531,21,Côte-d'Or
71,213,SSIAD Association Saint-Vincent de Paul,centresoins.stvincent@orange.fr,1,0,0,ASSOCIATION ST VINCENT DE PAUL,0,5 rue Paul-Doumer,2100,ST QUENTIN,49.850038,3.287757,21,Côte-d'Or
72,203,SSIAD CCAS Saint-Quentin,therese.st-solieux@saint-quentin.fr,1,0,0,CCAS DE SAINT-QUENTIN,0,60 rue de Guise,2100,ST QUENTIN,49.840064,3.304088,21,Côte-d'Or
73,242,SSIAD Charly-sur-Marne,c.fayet@fr.oleane.com,1,0,0,COMMUNAUTE DE COMMUNES,0,2 voie André-Rossi,2310,CHARLY SUR MARNE,48.978851,3.289481,23,Creuse
74,228,SSIAD Communauté de communes de canton Condé-en-Brie,soins@4cb.fr,1,0,0,COMMUNAUTE DE COMMUNES,0,3 rue de la Mairie,2760,FRANCILLY SELENCY,49.855713,3.225081,27,Eure
75,189,SSIAD Croix-Rouge française,crf.lemrabet@wanadoo.fr,1,0,0,Croix-Rouge française,0,4 rue Ferdinand Buisson,2300,CHAUNY,49.611768,3.223832,23,Creuse
76,275,SSIAD Domusvi-domicile,idec-saint-quentin@domusvidomicile.com,1,0,0,SAS Domusvi Domicile,0,27 rue d'Isle,2100,ST QUENTIN,49.844882,3.290701,21,Côte-d'Or
77,182,SSIAD SISSAD Gauchy,sissad.gauchy@wanadoo.fr,1,0,0,SISSAD,0,1 allée Claude-Mairesse,2430,GAUCHY,49.829631,3.275747,24,Dordogne
78,190,SSIAD SIVOM Vervins,maintiendomicile.cantonvervins@wanadoo.fr,1,0,0,S.I.V.O.M. CANTON DE VERVINS,0,1 rue Baudelot BP 32,2140,VERVINS,49.8362886,3.90941229999998,21,Côte-d'Or
79,208,SSIAD Sivom Le Catelet,sivom.catelet@wanadoo.fr,1,0,0,S.I.V.O.M. DE LE CATELET.,0,14 rue de Quincampoix,2420,LE CATELET,50.001567,3.242567,24,Dordogne
80,207,SSIAD Tergnier,secretariat-ssiad@anps.net,1,0,0,ASSOCIATION NATIONALE PROTECTION SANTÉ,0,Boulevard du 32ème-d'Infanterie,2700,TERGNIER,49.637472,3.279816,27,Eure
81,183,SSIAD Vivre chez soi,d.loreaux-ssiad@hotmail.fr,1,0,0,ASSOCIATION VIVRE CHEZ SOI,0,47 rue Charles-de-Gaulle,2500,HIRSON,49.921394,4.083595,25,Doubs
82,241,SSIAD du Centre hospitalier de Château-Thierry,direction.bellevue@ch-chateau-thierry.fr,1,0,0,Centre hospitalier de Château-Thierry,0,Route de Verdilly BP 10179,2400,CHATEAU THIERRY,49.050868,3.405157,24,Dordogne
83,251,SSIAD du Centre hospitalier de Guise,ssiad@ch-guise.fr,1,0,0,Centre hospitalier de Guise,0,858 rue des Docteurs Devillers,2120,GUISE,49.90284,3.640143,21,Côte-d'Or
84,231,SSIAD du Centre hospitalier de la Fère,ssiad@ch-lafere.fr,1,0,0,Centre hospitalier gérontologique de la Fère,0,2 avenue Dupuis,2800,LA FERE,49.66324,3.360376,28,Eure-et-Loire
85,236,SSIAD du centre hospitalier,ssiad@ch-lenouvion.fr,1,0,0,CH Nouvion en Thiérache,0,40 rue André-Ridders,2170,LE NOUVION EN THIERACHE,50.0122982,3.77899160000004,21,Côte-d'Or
86,186,Services de Soins Infirmiers à Domicile - SSIAD,ccas.soin-domicile@ville-laon.fr,1,0,0,Centre Communal d'Action Sociale – CCAS,0,19 rue du cloître,2000,LAON,49.5639,3.62729,20,Haute-Corse
87,328,SSIAD Mutualité,direction@mutallier-services.fr,1,0,0,MUTUALITE FRANCAISE ALLIER SSAM,0,11 rue Marcellin-desboutin,3000,MOULINS,46.564199,3.339421,30,Gard
88,353,SSIAD Saint-Gérand Le Puy,ssiadsg@wanadoo.fr,1,0,0,EHPAD ROGER BESSON,0,Rue Roger-Besson,3150,ST GERAND LE PUY,46.256126,3.512532,31,Haute-Garonne
89,326,SSIAD Vichy,madpa@wanadoo.fr,1,0,0,MADPA,0,25 boulevard Gambetta,3200,VICHY,46.128981,3.426008,32,Gers
90,343,SSIAD de Cusset,ssiad@mrcusset.fr,1,0,0,EHPAD PUBLIQUE DE CUSSET,0,2 place du Centenaire,3300,CUSSET,46.134371,3.454759,33,Gironde
91,291,SSIAD de Moulins,adssiad@aideadomcs03.fr,1,0,0,ASSO. AIDE A DOM. CENTRES SOC. ALLIER,0,20 avenue Meunier,3000,MOULINS,46.559347,3.336597,30,Gard
92,90966,SSIAD du CH de Montluçon,,1,0,0,Centre Hospitalier de Montluçon,0,26 rue Paul-Constans,3100,MONTLUCON,46.3437884,2.5949811,31,Haute-Garonne
93,352,SSIAD du Centre hospitalier Bourbon l'Archambault,directeur@hl-bourbon.fr,1,0,0,CH DE BOURBON L'ARCHAMBAULT,0,,3160,BOURBON L ARCHAMBAULT,46.585603,3.058258,31,Haute-Garonne
94,341,SSIAD du Centre hospitalier de Néris-les-Bains,ssad@ch-neris.fr,1,0,0,CH DE NERIS LES BAINS,0,20 rue Jean-Jacques-Rousseau,3310,NERIS LES BAINS,46.289474,2.661498,33,Gironde
95,409,SSIAD Centre hospitalier Manosque,soubirous.mp@ch-manosque.fr,1,0,0,CENTRE HOSPITALIER DE MANOSQUE,0,Rue Auguste-Girard,4100,MANOSQUE,43.827174,5.810589,41,Loir-et-Cher
96,374,SSIAD Dieudonné Collomp,hopitalbanon@wanadoo.fr,1,0,0,EPS DIEUDONNE COLLOMP DE BANON,0,Route de Forcalquier,4150,BANON,44.044008,5.641351,41,Loir-et-Cher
97,375,SSIAD EHPAD Le Valensoleillé,mr-valensole@hl-riez-valensole.fr,1,0,0,LE VALENSOLEILLE,0,Chemin de la Condamine,4210,VALENSOLE,43.838767,5.980829,42,Loire
98,394,SSIAD Les Mutuelles du Soleil,ssiad_04@lesmutuellesdusoleil.fr,1,0,0,MUTUELLES DU SOLEIL RSS,0,28 boulevard Victor-Hugo,4000,DIGNE LES BAINS,44.095107,6.235576,40,Landes
99,393,SSIAD Résidence Les Tilleuls,lestilleulsoraison@orange.fr,1,0,0,Maison de retraite communale Les Tilleuls,0,Quartier les Eyrauds,4700,ORAISON,43.90658,5.909761,47,Lot-et-Garonne
100,368,SSIAD Saint-André-les-Alpes,ssiad.admr04@orange.fr,1,0,0,A.D.M.R. 04,0,4 lieu dit la Placette,4170,ST ANDRE LES ALPES,43.967723,6.509828,41,Loir-et-Cher
101,416,SSIAD de L'Établissement public de Santé,hopital-les-mees@wanadoo.fr,1,0,0,EPS DES MEES,0,4 rue des Prés d'Astruc,4190,LES MEES,44.02931,5.970746,41,Loir-et-Cher
102,376,SSIAD de l'Ehpad Résidence Le Parc,direction@ch-entrevaux.fr,1,0,0,EPA Résidence Le parc,0,Quartier de la Sedz,4320,ENTREVAUX,43.950242,6.810042000000067,43,Haute-Loire
103,373,SSIAD du Centre hospitalier Saint-Michel,jeanhl@wanadoo.fr,1,0,0,EPS SAINT MICHEL DE FORCALQUIER,0,Rue Eugène-Bernard,4300,FORCALQUIER,43.959449,5.777067,43,Haute-Loire
104,414,SSIAD du Centre hospitalier Sainte-Anne,ssiad-jausiers@hopitaux-ubayens.fr,1,0,0,Centre hospitalier de Sainte-Anne,0,Quartier Sainte-Anne,4850,JAUSIERS,44.419574,6.733323,48,Lozère
105,415,SSIAD du Centre hospitalier de Riez,acceuil@ch-riez.fr,1,0,0,EPS LUMIERE DE RIEZ,0,Place Émile-Bouteuil,4500,RIEZ,43.818534,6.091023,45,Loiret
106,391,SSIAD du Sisteronnais,ssiad.sisteron.04@gmail.com,1,0,0,SSIAD du Sisteronnais,0,24 avenue des Arcades,4200,SISTERON,44.194031,5.94255,42,Loire
107,429,SSIAD,ssiad.argentiere@vvcs.fr,1,0,0,ASS.VIVRE.VIEILLIR CHEZ SOI,0,,5120,L ARGENTIERE LA BESSEE,44.792372,6.558492,51,Marne
108,433,"SSIAD ""Bien chez soi""",contact@bienchezsoi05.fr,1,0,0,ASSOCIATION BIEN CHEZ SOI,0,,5500,LA FARE EN CHAMPSAUR,44.675212,6.072415,55,Meuse
109,436,SSIAD Bien Vivre entre Aygues et Buech,bienvivre2@wanadoo.fr,1,0,0,Association bien vieillir Aygues et Buech,0,Rue des jardins,5700,SERRES,44.42684,5.713344000000006,57,Moselle
110,464,SSIAD L'arbre de vie,sipab@wanadoo.fr,1,0,0,Association L'arbre de vie,0,32 rue Joseph Sylvestre,5100,BRIANCON,44.885627,6.634066,51,Marne
111,432,SSIAD Siam Ben à l'Oustau,ssiad.veynes@wanadoo.fr,1,0,0,Association Siam Ben à l'Oustan,0,8 avenue des Martyrs,5400,VEYNES,44.533258,5.819353,54,Meurthe-et-Moselle
112,428,SSIAD Vivre dans son pays,cpamvdsp@orange.fr,1,0,0,Association Vivre dans son pays,0,Route d'Arzeliers BP 23,5300,LARAGNE MONTEGLIN,44.320711,5.810042,53,Mayenne
113,434,SSIAD de Gap,ssiad.gap@wanadoo.fr,1,0,0,CENTRE SOINS A DOM. POUR P. A.,0,Zone artisanale la Justice-II,5000,GAP,44.566133,6.113981,50,Manche
114,466,SSIAD du Centre hospitalier d'Aiguilles,serv.direction@hl-aiguilles.com,1,0,0,CENTRE HOSPITALIER D'AIGUILLES,0,5 rue Saint-Jacques,5470,AIGUILLES,44.781338,6.867505,54,Meurthe-et-Moselle
115,459,SSIAD du Centre hospitalier d'Embrun,sec.finances@ch-embrun.fr,1,0,0,Centre hospitalier d'Embrun,0,8 rue Pierre et Marie Curie,5200,EMBRUN,44.562107,6.492993,52,Haute-Marne
116,431,"Services de Soins Infirmiers ? Domicile - SSIAD ""Essor""",essor.ssiad@wanadoo.fr,1,0,0,Association Essor,0,62 avenue de provence,5000,GAP,43.7436,4.220749999999953,50,Manche
117,630,SSIAD,direction.generale@ccas-rcm.com,1,0,0,C C A S ROQUEBRUNE CAP MARTIN,0,Avenue de la Lodola,6190,ROQUEBRUNE CAP MARTIN,43.764487,7.479881,61,Orne
118,651,SSIAD - UNISAD des trois corniches,turbie.sad@tzanck.org,1,0,0,Union SSIAD de l'institut Arnault Tzanck,0,Avenue du Docteur Maurice Donat,6700,ST LAURENT DU VAR,43.661567,7.186786,67,Bas-Rhin
119,626,SSIAD ACASSAD,acassad.asso@gmail.com,1,0,0,ASS.CANNOISE SOUTIEN SOINS DOM.,0,2 rue Forville,6400,CANNES,43.552231,7.010372,64,Pyrénées-Atlantiques
120,562,SSIAD ADORAM,coordinateur@adoram.fr,1,0,0,MUTUALITE FRANCAISE PACA SSAM,0,87 boulevard Raymond-Poincaré,6600,ANTIBES,43.5724553,7.101061399999935,66,Pyrénées-Orientales
121,554,SSIAD Cosi le Cannet,scopcosi@gmail.com,1,0,0,"STE COOPERATIVE DE PRODUCTION ""COSI""",0,13 avenue Maurice-Jeanpierre,6110,LE CANNET,43.573839,7.006222,61,Orne
122,511,SSIAD Domusvi Antibes,agence-antibes@domusvidomicile.com,1,0,0,SAS DOMUSVI DOMICILE,0,14 rue Sainte Marguerite,6600,ANTIBES,43.572144,7.102757,66,Pyrénées-Orientales
123,514,SSIAD Domusvi Domicile,idec-cannes@domusvidomicile.com,1,0,0,SAS Domusvi Domicile,0,45 La Croisette,6400,CANNES,43.550657,7.024032,64,Pyrénées-Atlantiques
124,529,SSIAD Domusvi Domicile,idec-grasse@domusvidomicile.com,1,0,0,SAS Domusvi Domicile,0,25 avenue Chiris,6130,GRASSE,43.657388,6.929592,61,Orne
125,510,SSIAD Domusvi Domicile de Nice,agence-nice@domusvidomicile.com,1,0,0,,0,40 Rue Verdi,6000,NICE,43.699632,7.257169,60,Oise
126,555,SSIAD L'Age d'Or,ssiad-lage-dor@wanadoo.fr,1,0,0,STE COOPERATIVE DE PRODUCTION,0,40 avenue des Sources,6370,MOUANS SARTOUX,43.621187,6.97436,63,Puy-de-Dôme
